Event	ID	Name			Wwise Object Path	Notes
	3307224408	AmbientSoundEvent			\Default Work Unit\AmbientSoundEvent	

Switch Group	ID	Name			Wwise Object Path	Notes
	1077759249	Ambient_Sounds_Switch			\Default Work Unit\Ambient_Sounds_Switch	

Switch	ID	Name	Switch Group			Notes
	492490026	Hosptial_ambulance	Ambient_Sounds_Switch			
	1073138942	Crowd_ambient_noise	Ambient_Sounds_Switch			
	1349895145	Hotdog_Convo_Phone	Ambient_Sounds_Switch			
	2070892264	Construction_site_convo	Ambient_Sounds_Switch			
	2364011221	Children_palying	Ambient_Sounds_Switch			
	2409619181	Hotdog_Stand	Ambient_Sounds_Switch			
	2449584239	Crowd_cheering_dancing	Ambient_Sounds_Switch			
	2591134982	Park_entrance_convo	Ambient_Sounds_Switch			
	2634775690	Construction	Ambient_Sounds_Switch			
	3633441448	Bus_stop_convo	Ambient_Sounds_Switch			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	1834701	Children Playing Sound Effect 2	C:\Users\Aayush Shrestha\Desktop\GONVI\Outdoor-VR-Navigation-Game-\Outdoor-VR-Navigation-Game-_WwiseProject\.cache\Windows\SFX\Children Playing Sound Effect 2_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game Switches\Ambient_Sound\Children_Playing_Sounds\Children Playing Sound Effect 2		19116128
	3289206	Children Playing Sound Effect 1	C:\Users\Aayush Shrestha\Desktop\GONVI\Outdoor-VR-Navigation-Game-\Outdoor-VR-Navigation-Game-_WwiseProject\.cache\Windows\SFX\Children Playing Sound Effect 1_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game Switches\Ambient_Sound\Children_Playing_Sounds\Children Playing Sound Effect 1		11853920
	3934327	Park conversation	C:\Users\Aayush Shrestha\Desktop\GONVI\Outdoor-VR-Navigation-Game-\Outdoor-VR-Navigation-Game-_WwiseProject\.cache\Windows\SFX\Park conversation_9F2020EE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game Switches\Ambient_Sound\Park conversation		7030604
	31391304	Bust stop conversation	C:\Users\Aayush Shrestha\Desktop\GONVI\Outdoor-VR-Navigation-Game-\Outdoor-VR-Navigation-Game-_WwiseProject\.cache\Windows\SFX\Bus stop conversation_FBC78EF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game Switches\Ambient_Sound\Bust stop conversation		3667190
	106750584	Construction_Site_Sound	C:\Users\Aayush Shrestha\Desktop\GONVI\Outdoor-VR-Navigation-Game-\Outdoor-VR-Navigation-Game-_WwiseProject\.cache\Windows\SFX\Constrcution_Sound_200F435C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game Switches\Ambient_Sound\Construction_Site_Sound		1531024
	212434798	Small crowd cheering sound	C:\Users\Aayush Shrestha\Desktop\GONVI\Outdoor-VR-Navigation-Game-\Outdoor-VR-Navigation-Game-_WwiseProject\.cache\Windows\SFX\Small crowd cheering sound_FC58847E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game Switches\Ambient_Sound\Small crowd dancing and cheering\Small crowd cheering sound		6182704
	259112865	Small Crowd Talking Ambience sound 1	C:\Users\Aayush Shrestha\Desktop\GONVI\Outdoor-VR-Navigation-Game-\Outdoor-VR-Navigation-Game-_WwiseProject\.cache\Windows\SFX\Small Crowd Talking Ambience sound 1_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game Switches\Ambient_Sound\Small_crowd_talking_Sounds\Small Crowd Talking Ambience sound 1		31776864
	294159623	Constrcution site conversation	C:\Users\Aayush Shrestha\Desktop\GONVI\Outdoor-VR-Navigation-Game-\Outdoor-VR-Navigation-Game-_WwiseProject\.cache\Windows\SFX\Constrcution site conversation_6F228F70.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game Switches\Ambient_Sound\Constrcution site conversation		8560786
	312281592	Small Crowd Talking Ambience sound 2	C:\Users\Aayush Shrestha\Desktop\GONVI\Outdoor-VR-Navigation-Game-\Outdoor-VR-Navigation-Game-_WwiseProject\.cache\Windows\SFX\Small Crowd Talking Ambience sound 2_F1CFAC17.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game Switches\Ambient_Sound\Small_crowd_talking_Sounds\Small Crowd Talking Ambience sound 2		12018052
	407205469	Hotdog stand applause phone conversation	C:\Users\Aayush Shrestha\Desktop\GONVI\Outdoor-VR-Navigation-Game-\Outdoor-VR-Navigation-Game-_WwiseProject\.cache\Windows\SFX\Hot dog applause conversation_FBC78EF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game Switches\Ambient_Sound\Hotdog stand applause phone conversation		2317356
	544192436	Ambulance Sound Effect	C:\Users\Aayush Shrestha\Desktop\GONVI\Outdoor-VR-Navigation-Game-\Outdoor-VR-Navigation-Game-_WwiseProject\.cache\Windows\SFX\Ambulance Sound Effect_01893108.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game Switches\Ambient_Sound\Ambulance Sound Effect		1472172
	552064090	Hotdog_Human_Sound	C:\Users\Aayush Shrestha\Desktop\GONVI\Outdoor-VR-Navigation-Game-\Outdoor-VR-Navigation-Game-_WwiseProject\.cache\Windows\SFX\Hotdog_Human_Sound_F1B0E141.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game Switches\Ambient_Sound\Hotdog_Stand_Sounds\Hotdog_Human_Sound		734840
	722142175	Hip Hop Beat Sound Effect	C:\Users\Aayush Shrestha\Desktop\GONVI\Outdoor-VR-Navigation-Game-\Outdoor-VR-Navigation-Game-_WwiseProject\.cache\Windows\SFX\Hip Hop Beat Sound Effect_873FEB73.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game Switches\Ambient_Sound\Small crowd dancing and cheering\Hip Hop Beat Sound Effect		1915968
	846016884	Children Playing Sound Effect 3	C:\Users\Aayush Shrestha\Desktop\GONVI\Outdoor-VR-Navigation-Game-\Outdoor-VR-Navigation-Game-_WwiseProject\.cache\Windows\SFX\Children Playing Sound Effect 3_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game Switches\Ambient_Sound\Children_Playing_Sounds\Children Playing Sound Effect 3		10891360
	939648723	Hotdog_Stand_Ambient_Sound	C:\Users\Aayush Shrestha\Desktop\GONVI\Outdoor-VR-Navigation-Game-\Outdoor-VR-Navigation-Game-_WwiseProject\.cache\Windows\SFX\Hotdog_Stand_Ambient_Sound_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Game Switches\Ambient_Sound\Hotdog_Stand_Sounds\Hotdog_Stand_Ambient_Sound		2482272

